ID	PRODUCTO	DESCRIPCION	UNIDADES	CANTIDAD DEL PRODUCTO
7759307017091	ANDREWS CLASICA X UN.	ANDREWS CLASICA X UN.	S/1.80	30
7759307000017	ANDREWS TRIPLE ACCION	ANDREWS TRIPLE ACCION	S/1.50	21
7758071002067	ANGEL FLACKES X 130 GR 	ANGEL FLACKES X 130 GR 	S/3.50	4
7758071002104	ANGEL FRUTT	ANGEL FRUTT	S/3.50	4
7758071002098	ANGEL MELI  	ANGEL MELI  	S/3.50	4
7758071002074	ANGEL ZUCK 	ANGEL ZUCK 	S/3.50	4
7759291179119	ANIS NAJAR  SECO ESPECIAL 	ANIS NAJAR  SECO ESPECIAL 	S/36.00	1
7759291000017	ANIS NAJAR  SECO ESPECIAL X 125 ML	ANIS NAJAR  SECO ESPECIAL X 125 ML	S/15.00	5
7759291179126	ANIS NAJAR  SEMI DULCE X 750 ML	ANIS NAJAR  SEMI DULCE X 750 ML	S/36.00	1
469823	API 500 GRS 	API 500 GRS 	S/3.50	4.00
7804900000534	AQUAFRESH SABOR MENTA 126 GRS 	AQUAFRESH SABOR MENTA 126 GRS 	S/5.50	2.00
7790580120092	ARCO CACAO	ARCO CACAO 	S/2.00	6
7757174013321	ARCOR CON MANI 23 GRS 	ARCOR CON MANI 23 GRS 	S/2.00	6
7500435176811	ARIEL 330G	ARIEL 330G	S/7.80	6
7500435176774	ARIEL PRO CUIDADO .	ARIEL PRO CUIDADO .	S/9.50	1
7500435255332	ARIEL PRO CUIDADO 720 GRS 	ARIEL PRO CUIDADO 720 GRS 	S/10.50	6.00
7500435213554	ARIEL REVITA COLOR X 750 G	ARIEL REVITA COLOR X 750 G	S/13.40	4
7500435255332	ARIEL REVITACOLOR 720 GRS 	ARIEL REVITACOLOR 720 GRS 	S/10.50	6.00
7754725001295	ARROZ CAMPERO X 1KL	ARROZ CAMPERO X 1KL	S/5.90	6
7754725000038	ARROZ SUPERIOR MI SABROZON  X 1K	ARROZ SUPERIOR MI SABROZON  X 1K	S/5.20	6
7754725001219	ARROZ VALLE DEL NORTE  X 750 GR	ARROZ VALLE DEL NORTE  X 750 GR	S/4.70	9
7751271036573	ARUBA CITRUS 400 ML	ARUBA CITRUS 400 ML	S/1.50	2
7754725000588	ARVEJA VERDE 500 GRS 	ARVEJA VERDE 500 GRS 	S/4.50	8.00
7759109000758	ATUN FILETE A1 140 GRS 	ATUN FILETE A1 140 GRS 	S/6.50	6.00
7791293005188	AXE   DARK TEMPATION 90 ML	AXE   DARK TEMPATION 90 ML	S/8.50	4
7791293042718	AXE  DARK TEMPATION   150 ML	AXE  DARK TEMPATION   150 ML	S/14.00	1
7791293044040	AXE  EPIC FRESH 150 ML 	AXE  EPIC FRESH 150 ML 	S/14.70	2
7791293020389	AXE  EXCITE   90 ML	AXE  EXCITE   90 ML	S/8.50	1
7791293043869	AXE  ICE CHILL   150 ML	AXE  ICE CHILL   150 ML	S/14.70	1
7506306202832	AXE  ICE COLLISION   150 ML	AXE  ICE COLLISION   150 ML	S/14.00	1
7791293043807	AXE  MUSK   150 ML	AXE  MUSK   150 ML	S/14.70	2
7791293043814	AXE APOLLO 150 ML 	AXE APOLLO 150 ML 	S/14.00	1
7791293043821	AXE BLACK 150 ML	AXE BLACK 150 ML	S/14.00	1
7506306249981	AXE BLUE LAVENDER  150 ML 	AXE BLUE LAVENDER  150 ML 	S/17.50	2
7506306213920	AXE ICE CHILL 152 ML 	AXE ICE CHILL 152 ML 	S/14.50	2
7791293043791	AXE MARINE 150 ML 	AXE MARINE 150 ML 	S/14.70	2
7791293051031	AXE PURE COCONUT 150 ML	AXE PURE COCONUT 150 ML	S/12.50	6
7759918006217	AYUDIN  LIMON 1 LTR	AYUDIN LITRO 1 LTR	S/16.20	2.00
7500435172547	AYUDIN  X 285GR	AYUDIN  X 285GR	S/4.00	2
7500435108805	AYUDIN 170 GR	AYUDIN 170 GR	S/3.00	4
7759918006187	AYUDIN 215 ML 	AYUDIN 215 ML 	S/5.50	6
7759918006194	AYUDIN 280 ML 	AYUDIN 280 ML 	S/6.00	8
7500435139670	AYUDIN 300 GR	AYUDIN 300 GR	S/4.50	3
7500435149952	AYUDIN 520 GR	AYUDIN 520 GR	S/7.10	3
7500435187107	AYUDIN 750 GR	AYUDIN 750 GR	S/8.50	2
7759918006248	AYUDIN LIMON Y SABILA 640 ML 	AYUDIN LIMON Y SABILA 640 ML 	S/10.50	5
7751271007061	AZUCAR CARTAVIO X 1KG	AZUCAR CARTAVIO X 1KG	S/7.10	4
7759267784569	AZUCAR DOÑA MARTHA  X1 KG	AZUCAR DOÑA MARTHA  X1 KG	S/5.50	5
7752230003971	AZUCAR IMPALPABLE X200 GR	AZUCAR IMPALPABLE X200 GR	S/3.10	2
7751271007092	AZUCAR RUBIA  CASA GRANDE  1KG	AZUCAR RUBIA  CASA GRANDE  1KG	S/6.80	2.00
7751271007078	AZUCAR RUBIA CARTAVIO 1 KG	AZUCAR RUBIA CARTAVIO 1 KG	S/5.90	6.00
7759185011921	BABYSEC MULTIUSO	BABYSEC MULTIUSO	S/5.50	5
5011013100132	BAILEYS  X 750 ML	BAILEYS  X 750 ML	S/60.00	1
5010106113127	BALLANTINES  FINEST X 700 ML	BALLANTINES  FINEST X 700 ML	S/50.00	1
7461323129497	BARCELO RON DOMINICANO AÑEJO X 1000ML	BARCELO RON DOMINICANO AÑEJO X 1000ML	S/55.00	1
7757174013932	BARRA DE BON O BON	BARRA DE BON O BON	S/2.00	7
7751271031752	BATIMIIX  FRESA 146 GRS 	BATIMIIX  FRESA 146 GRS 	S/3.80	2
7751271031837	BATIMIX  MINI COOCKIES 146 GRS 	BATIMIX  MINI COOCKIES 146 GRS 	S/3.80	3
7751271031820	BATIMIX DE VAINILLA	BATIMIX DE VAINILLA	S/3.80	6
7751271031745	BATIMIX VAINILLA 146 GRS 	BATIMIX VAINILLA 146 GRS 	S/3.80	3
7752187001778	BBQ LIBBYS 190 GRS	BBQ LIBBYS 190 GRS	S/5.00	6
5000299618394	BEEFEATER BLACK BERRY  X 750 ML	BEEFEATER BLACK BERRY  X 750 ML	S/95.00	1
7752087573740	BESOS DE MOSA  9 PIEZAS 	BESOS DE MOSA  9 PIEZAS 	S/11.50	6.00
7750034000738	BETUN  NEGRO	BETUN  NEGRO	S/4.00	0
7750034000165	BETUN  SANTIAGO GUINDA  34 GRS 	BETUN  SANTIAGO GUINDA  34 GRS 	S/3.00	6
7750034000745	BETUN  SANTIAGO MARRON 68 GRS 	BETUN  SANTIAGO MARRON 68 GRS 	S/4.50	6
7750034000097	BETUN  SANTIAGO NEGRO 34 GRS	BETUN  SANTIAGO NEGRO 34 GRS	S/3.00	6
7750034000813	BETUN EN PASTA  BLANCO SANTIAGO  68 G	BETUN EN PASTA  BLANCO SANTIAGO  68 G	S/4.50	5
7750034000752	BETUN EN PASTA  CANELA  SANTIAGO  68 G	BETUN EN PASTA  CANELA  SANTIAGO  68 G	S/4.50	5
7750034000769	BETUN EN PASTA  NEUTRO   SANTIAGO  68 G	BETUN EN PASTA  NEUTRO   SANTIAGO  68 G	S/4.50	5
7750034000165	BETUN GUINDA	BETUN GUINDA		0
7750034000967	BETUN LIQUIDO	BETUN LIQUIDO		0
7750034000103	BETUN MARRON 	BETUN MARRON 		0
7750034000738	BETUN SANTIAGO NEGRO 68 GRS 	BETUN SANTIAGO NEGRO 68 GRS 	S/4.00	6
7750670016193	BIG COLA 3.03 LT	BIG COLA 3.03 LT	S/8.50	14
7750670017817	BIG COLA 350 ML	BIG COLA 350 ML	S/1.20	18
7750727738825	BIMBO GANSITO DE 50 GR	BIMBO GANSITO DE 50 GR	S/2.50	10
7750727005651	BIMBO KEKE MARMOLEADO 380 GR	BIMBO KEKE MARMOLEADO 380 GR	S/10.50	1
7750727005668	BIMBO KEKE NARANJA 380 GR	BIMBO KEKE NARANJA 380 GR	S/10.50	1
7750727003718	BIMBO NITO  DE 60 GR	BIMBO NITO  DE 60 GR	S/1.50	6
7750727014257	BIMBOLETE CHOCOCHIPS X 2 70 GRS 	BIMBOLETE CHOCOCHIPS X 2 70 GRS 	S/2.50	5.00
7750727014240	BIMBOLETE MARMOLEADO 70 GRS 	BIMBOLETE MARMOLEADO 70 GRS 	S/2.50	6.00
7750727014288	BIMBOLETES CHOCOCHIPS DE 105 GR	BIMBOLETES CHOCOCHIPS DE 105 GR	S/3.50	4
7750727014271	BIMBOLETES MARMNOLEADO DE 105 GR	BIMBOLETES MARMNOLEADO DE 105 GR	S/3.50	4
7750727012963	BIMBOLETES SABOR CHISPAS SABOR CHOCOLATE DE 105 GR	BIMBOLETES SABOR CHISPAS SABOR CHOCOLATE DE 105 GR	S/3.50	1
7750727014264	BIMBOLETES SABOR VAINILLA DE 105 GR	BIMBOLETES SABOR VAINILLA DE 105 GR	S/3.50	4
7750670017107	BIO ALOE 500 ML 	BIO ALOE 500 ML 	S/3.50	7
7750885011310	BIZCOCHO CANCUN PAQ X 6  180 GRA	BIZCOCHO CANCUN PAQ X 6  180 GRA	S/5.50	1
7859584623173	BIZCOCHO DE CHOCOCHIPS	BIZCOCHO DE CHOCOCHIPS	S/1.50	6.00
7751731006801	BLACK 1.5	BLACK 1.5	S/6.50	6
7751731998892	BLACK 2LTR 	BLACK 2LTR 	S/6.50	3
7751731998700	BLACK 3LTR 	BLACK 3LTR 	S/8.50	1
7751731998809	BLACK 400 ML 	BLACK 400 ML 	S/1.50	23
7751731998847	BLACK 500 ML 	BLACK 500 ML 	S/2.00	16
7751731006832	BLACK 600 ML 	BLACK 600 ML 	S/2.00	10
764451439368	BLENDS JARABE DE GOMA  X 750 ML 	BLENDS JARABE DE GOMA  X 750 ML 	S/13.00	1
7750243079075	BOLIVAR  X 320 GR	BOLIVAR  X 320 GR	S/6.00	3
7750243079068	BOLIVAR  X 430 GR	BOLIVAR  X 430 GR	S/7.60	4
7750243079051	BOLIVAR  X 730 GR	BOLIVAR  X 730 GR	S/10.10	3
7750243080729	BOLIVAR CUIDADO TOTAL VERDE	BOLIVAR CUIDADO TOTTAL VERDE	S/3.50	7
58963	BOLSAS BASURA 20 X 30 100 UNIDADES	BOLSAS BASURA 20 X 30 100 UNIDADES	S/7.50	3.00
7702011154309	BOM BOM  BUW CHUPETIN RELLENO 24 UNIDAD	BOM BOM  BUW CHUPETIN RELLENO 24 UNIDAD	S/8.00	8.00
7702011151582	BOM BOM BUM ZOMBIE PINTA LENGUAS CHUPETIN 24 UNI	BOM BOM BUM ZOMBIE PINTA LENGUAS CHUPETIN 24 UNI	S/7.50	8.00
77958921	BOM O BOM  C/U	BOM O BOM  C/U	S/1.00	50
7757174015523	BON  BON GALLETA 36 GRS	BON  BON GALLETA 36 GRS	S/1.50	6
7750885005623	BON AMI BISABOR 430 GRS 	BON AMI BISABOR 430 GRS 	S/7.00	5.00
7702011075147	BON BON BUM CHUPETIN FRESA 24 UNIDAD	BON BON BUM CHUPETIN FRESA 24 UNIDAD	S/7.50	8.00
7757174013932	BON O BON TABLETA 25 GRS 	BON O BON TABLETA 25 GRS 	S/2.00	6
7757174014588	BON O BON TABLETA 29 GRS 	BON O BON TABLETA 29 GRS 	S/2.50	6
7751271034227	BONLE CREMOSA  390 GRS 	BONLE CREMOSA  390 GRS 	S/3.90	6
7751271035552	BONLE FAMILIAR 390 GR 	BONLE FAMILIAR 390 GR 	S/3.40	6
7751271031769	BONLE FAMILIAR 480 GR 	BONLE FAMILIAR 480 GR 	S/4.10	6
7751271031776	BONLE LIGHT 480 GRS 	BONLE LIGHT 480 GRS 	S/4.10	6
7751271036801	BONLE PROTECCION 155 GRS 	BONLE PROTECCION 155 GRS 	S/1.50	6
7751271036795	BONLE PROTECCION 390 GRS 	BONLE PROTECCION 390 GRS 	S/2.80	6
7751271034241	BONLE PUNCHE 390 GRS 	BONLE PUNCHE 390 GRS 	S/3.30	6
7751271001205	BONLE QUESO PARMESANO 35 GRS N	BONLE QUESO PARMESANO 35 GRS N	S/5.00	3
7751271031011	BONLE SABOR CHOCOLATE  X 180 ML 	BONLE SABOR CHOCOLATE  X 180 ML 	S/2.00	13
7751271031783	BONLE SIN LACTOSA 480 GRS 	BONLE SIN LACTOSA 480 GRS 	S/4.20	6
7758574005251	BOSASA DORITOS  90 GRS	BOSASA DORITOS  90 GRS	S/3.50	6
7753749001519	BOT. PILSEN X 630 ML	BOT. PILSEN X 630 ML	S/7.00	49
77529220	BOT.AREQUIPEÑA   X 630 ML	BOT.AREQUIPEÑA   X 630 ML	S/6.50	24
77512390	BOT.CUSQUEÑA NEGRA   X 630 ML	BOT.CUSQUEÑA NEGRA   X 630 ML	S/7.50	15
77536501	BOT.CUSQUEÑA TRIGO  X 630 ML	BOT.CUSQUEÑA TRIGO  X 630 ML	S/7.50	81
7753749008396	BUDWEISER  355 ML 	BUDWEISER  355 ML 	S/5.00	12
036521	CABANITA 250 GRS 	CABANITA 250 GRS 	S/3.00	25.00
7750463004246	CAFÉ  ALTOMAYO CLASICO 80GRS 	CAFÉ  ALTOMAYO CLASICO 80GRS 	S/13.50	2
7750463004451	CAFÉ ALTMA GORMET VIDRIO 45 GRS 	CAFÉ ALTMA GORMET VIDRIO 45 GRS 	S/13.50	2
7707211638277	CAFÉ JUAN VALDEZ 10 G	 CAFÉ JUAN VALDEZ  10 G	S/3.00	8.00
7702032107957	CAFÉ SELLO ROJO  X 212 G	CAFÉ SELLO ROJO  X 212 G	S/10.50	2
7702032107957	CAFÉ SELLO ROJO 212 GRS 	CAFÉ SELLO ROJO 212 GRS 	S/13.50	6.00
7754308003142	CAFETAL  GURMET 7 GSRS	CAFETAL  GURMET 7 GSRS	S/1.50	6
7754308002923	CAFETAL GOURMET 15 GRS	CAFETAL GOURMET 15 GRS	S/2.50	6
7754308003142	CAFETAL X 7 GR	CAFETAL X 7 GR	S/1.50	6
7891150044500	CAMAY  BOTANICALS 125 GRS 	CAMAY  BOTANICALS 125 GRS 	S/3.50	6
7891150066250	CAMAY  BOTANICALS 125 GRS 	CAMAY BOTANICALS 125 GRA	S/3.70	12
7891150066243	CAMAY  RASAS FRANCESAS X 110 GR	CAMAY  RASAS FRANCESAS X 110 GR	S/3.70	1
7891150044500	CAMAY CLASICO 125 GRS 	CAMAY CLASICO 125 GRS 	S/3.50	6
857575	CANCHITA PICANTE 250 GRS 	CANCHITA PICANTE 250 GRS 	S/4.50	6.00
7750885022002	CAÑONAZO 19 GR	CAÑONAZO 19 GR	S/1.00	1
7702993048948	CARAMELO BIG BEN CARAMELO MANI 55 GRS 	CARAMELO BIG BEN CARAMELO MANI 55 GRS 	S/3.00	6.00
7750885276153	CARAMELO GAJOS DE LIMON 390 GRS 	CARAMELO GAJOS DE LIMON 390 GRS 	S/7.00	5.00
7750885005432	CARAMELO SUPER RELLENO CON CHICLE 450 GRS 	CARAMELO SUPER RELLENO CON CHICLE 450 GRS 	S/8.90	9.00
7750885005685	CARAMELOS  RELLENOS  LICOR BOM AMI  430  GRS 	CARAMELOS  RELLENOS  LICOR BOM AMI  430  GRS 	S/9.50	9.00
7750885005647	CARAMELOS ARBOLITO 283 GRS 	CARAMELOS ARBOLITO 283 GRS 	S/6.50	6.00
7757174013819	CARAMELOS HALLOWEN  BLUEBERRYX312 GR	CARAMELOS HALLOWEN  BLUEBERRYX312 GR	S/7.50	2
7757174006750	CARAMELOS HALLOWEN  PINTA MIEDO X312 GR	CARAMELOS HALLOWEN  PINTA MIEDO X312 GR	S/7.50	2
7750885005678	CARAMELOS RELLENOS DE FRUTAS BON AMI 430 GRS 	CARAMELOS RELLENOS DE FRUTAS BON AMI 430 GRS 	S/9.50	6.00
32145	CASCARA DE CACAO  150 GRS 	CASCARA DE CACAO  150 GRS 	S/1.50	5.00
7750243077651	CASIN TRES LECHES 43. GRS 	CASIN TRES LECHES 43. GRS 	S/1.20	12
7750243052665	CASINO  CHOCO CHILL  DE 43 GR	CASINO  CHOCO CHILL  DE 43 GR	S/1.20	6
7750243081559	CASINO CHOCOCHILL 108 GRS 	CASINO CHOCOCHILL 108 GRS 	S/2.50	5
7750243052672	CASINO FRESA DE 43 GR	CASINO FRESA DE 43 GR	S/1.20	6
7750243052689	CASINO LUCU MAGIC DE  43 GR	CASINO LUCU MAGIC DE  43 GR	S/1.20	4
7750243081535	CASINO MENTA LOVER DE  108 GR	CASINO MENTA LOVER DE  108 GR	S/2.50	5
7750243052658	CASINO MENTA LOVER DE  43 GR	CASINO MENTA LOVER DE  43 GR	S/1.20	5
